1	1	3
1	2	4
1	3	4
1	4	5
1	5	4
1	6	4
1	7	5
1	8	5
1	9	5
1	10	4
1	11	5
1	12	1
1	13	5
1	14	5
1	15	5
1	16	5
1	17	5
1	18	5
1	19	5
1	20	5
1	21	4
1	22	5
1	23	5
1	24	5
1	25	3
1	26	3
1	27	5
1	28	3
1	29	5
1	30	5
1	31	4
1	32	5
1	33	5
1	34	5
1	35	4
1	36	5
1	37	5
1	38	5
1	39	5
1	40	5
1	41	5
1	42	4
1	43	5
1	44	5
1	45	5
1	46	5
1	47	4
1	48	5
1	49	3
1	50	5
1	51	4
1	52	3
1	53	4
1	54	5
1	55	5
1	56	3
1	57	5
1	58	5
1	59	5
1	60	5
1	61	5
1	62	4
1	63	5
1	64	4
1	65	5
1	66	5
1	67	4
1	68	4
1	69	5
1	70	5
1	71	5
1	72	4
1	73	5
1	74	5
1	75	4
1	76	4
1	77	5
1	78	4
1	79	5
1	80	5
1	81	5
1	82	5
1	83	3
1	84	4
1	85	5
1	86	4
1	87	5
1	88	5
1	89	5
1	90	5
1	91	5
1	92	5
1	93	4
1	94	4
1	95	5
1	96	1
1	97	5
1	98	5
1	99	5
1	100	3
1	101	5
1	102	5
1	103	4
1	104	3
1	105	5
1	106	4
1	107	4
1	108	4
1	109	5
1	110	5
1	111	5
1	112	5
1	113	1
1	114	5
1	115	2
1	116	5
1	117	5
1	118	5
1	119	5
1	120	3
1	121	4
1	122	5
1	123	5
1	124	5
1	125	5
1	126	5
1	127	5
1	128	4
1	129	3
1	130	3
1	131	5
1	132	1
1	133	4
1	134	4
1	135	5
1	136	4
1	137	5
1	138	5
1	139	4
1	140	5
1	141	5
1	142	5
1	143	5
1	144	5
1	145	5
1	146	5
1	147	5
1	148	5
1	149	4
1	150	4
1	151	5
1	152	5
1	153	5
1	154	5
1	155	5
1	156	5
1	157	5
1	158	5
1	159	5
1	160	5
1	161	5
1	162	5
1	163	5
1	164	5
1	165	4
1	166	5
1	167	5
1	168	5
1	169	5
1	170	5
1	171	5
1	172	1
1	173	4
1	174	5
1	175	4
1	176	5
1	177	5
1	178	5
1	179	5
1	180	5
1	181	5
1	182	5
1	183	5
1	184	2
1	185	5
1	186	5
1	187	5
1	188	4
1	189	4
1	190	5
1	191	5
1	192	5
1	193	5
1	194	5
1	195	5
1	196	3
1	197	5
1	198	5
1	199	5
1	200	4
1	201	5
1	202	5
1	203	5
1	204	5
1	205	1
1	206	5
1	207	5
1	208	4
1	209	5
1	210	4
1	211	5
1	212	5
1	213	5
1	214	5
1	215	4
1	216	5
1	217	5
1	218	5
1	219	5
1	220	5
1	221	5
1	222	5
1	223	5
1	224	5
1	225	5
1	226	5
1	227	5
1	228	5
1	229	1
1	230	4
1	231	5
1	232	5
1	233	5
1	234	5
1	235	5
1	236	5
1	237	5
1	238	5
1	239	4
1	240	4
1	241	4
1	242	5
1	243	4
1	244	5
1	245	4
1	246	5
1	247	5
1	248	3
1	249	5
1	250	5
1	251	5
1	252	5
1	253	5
1	254	5
1	255	5
1	256	4
1	257	5
1	258	5
1	259	5
1	260	5
1	261	4
1	262	5
1	263	5
1	264	5
1	265	5
1	266	5
1	267	5
1	268	5
1	269	5
1	270	3
1	271	5
1	272	5
1	273	5
1	274	4
1	275	5
1	276	3
1	277	1
1	278	5
1	279	5
1	280	5
1	281	5
1	282	3
1	283	5
1	284	5
1	285	5
1	286	5
1	287	5
1	288	5
1	289	4
1	290	5
1	291	5
1	292	5
1	293	5
1	294	5
1	295	3
1	296	5
1	297	5
1	298	4
1	299	5
1	300	4
1	301	5
1	302	5
1	303	4
1	304	5
1	305	4
1	306	5
1	307	5
1	308	4
1	309	5
1	310	5
1	311	5
1	312	1
1	313	4
1	314	4
1	315	5
1	316	3
1	317	3
1	318	4
1	319	3
1	320	5
1	321	5
1	322	4
1	323	5
1	324	5
1	325	5
1	326	5
1	327	5
1	328	5
1	329	5
1	330	5
1	331	5
1	332	4
1	333	5
1	334	5
1	335	5
1	336	5
1	337	4
1	338	3
1	339	4
1	340	4
1	341	5
1	342	5
1	343	3
1	344	5
1	345	5
1	346	5
1	347	5
1	348	5
1	349	5
1	350	3
1	351	5
1	352	4
1	353	5
1	354	4
1	355	4
1	356	1
1	357	5
1	358	5
1	359	4
1	360	5
1	361	5
1	362	5
1	363	4
1	364	4
1	365	4
1	366	4
1	367	5
1	368	3
1	369	2
1	370	5
1	371	5
1	372	2
1	373	5
1	374	4
1	375	5
1	376	5
1	377	5
1	378	5
1	379	5
1	380	1
1	381	5
1	382	5
1	383	5
1	384	5
1	385	5
1	386	4
1	387	4
1	388	5
1	389	5
1	390	5
1	391	4
1	392	5
1	393	5
1	394	5
1	395	5
1	396	5
1	397	5
1	398	5
1	399	5
1	400	5
1	401	4
1	402	4
1	403	4
1	404	5
1	405	5
1	406	5
1	407	5
1	408	5
1	409	5
1	410	4
1	411	5
1	412	5
1	413	3
1	414	5
1	415	5
1	416	5
1	417	1
1	418	5
1	419	4
1	420	4
1	421	5
1	422	5
1	423	5
1	424	4
1	425	5
1	426	5
1	427	5
1	428	4
1	429	2
1	430	5
1	431	5
1	432	4
1	433	3
1	434	5
1	435	5
1	436	5
1	437	5
1	438	5
1	439	3
1	440	4
1	441	4
1	442	1
1	443	4
1	444	5
1	445	3
1	446	1
1	447	5
1	448	5
1	449	5
1	450	5
1	451	5
1	452	5
1	453	5
1	454	3
1	455	5
1	456	5
1	457	5
1	458	5
1	459	5
1	460	5
1	461	5
1	462	5
1	463	5
1	464	1
1	465	5
1	466	5
1	467	5
1	468	5
1	469	5
1	470	5
1	471	5
1	472	3
1	473	5
1	474	5
1	475	3
1	476	4
1	477	5
1	478	5
1	479	5
1	480	5
1	481	3
1	482	5
1	483	5
1	484	5
1	485	5
1	486	5
1	487	5
1	488	1
1	489	5
1	490	5
1	491	5
1	492	3
1	493	5
1	308	3
1	494	5
1	495	5
1	496	5
1	497	5
1	498	4
1	499	5
1	500	3
1	501	5
1	502	1
1	503	5
1	504	5
1	505	5
1	506	5
1	507	4
1	508	5
1	509	5
1	510	5
1	511	5
1	512	5
1	513	5
1	514	5
1	515	5
1	516	3
1	517	5
1	518	5
1	519	5
1	520	4
1	521	5
1	522	4
1	523	5
1	524	5
1	525	4
1	526	5
1	527	5
1	528	5
1	529	4
1	530	4
1	531	5
1	532	3
1	533	3
1	534	4
1	535	5
1	536	1
1	537	5
1	538	5
1	539	1
1	540	5
1	541	5
1	542	5
1	543	2
1	544	5
1	545	5
1	546	5
1	547	5
1	548	4
1	549	5
1	550	5
1	551	5
1	552	5
1	553	4
1	554	4
1	555	4
1	556	4
1	557	5
1	558	5
1	559	5
1	560	5
1	561	4
1	562	4
1	563	5
1	564	3
1	565	5
1	566	4
1	567	5
1	568	1
1	569	5
1	570	5
1	571	5
1	572	5
1	573	4
1	574	5
1	575	5
1	576	4
1	577	5
1	578	5
1	579	4
1	580	4
1	581	5
1	582	4
1	583	4
1	584	5
1	585	5
1	586	5
1	587	4
1	588	5
1	589	5
1	590	5
1	591	4
1	592	5
1	593	5
1	594	5
1	595	5
1	596	5
1	597	4
1	598	1
1	599	5
1	600	5
1	601	5
1	602	4
1	603	5
1	604	4
1	605	5
1	606	5
1	607	1
1	608	5
1	609	5
1	610	5
1	611	5
1	612	5
1	613	5
1	614	4
1	615	5
1	616	5
1	617	5
1	618	5
1	619	5
1	620	5
1	607	2
1	621	4
1	622	5
1	623	5
1	624	5
1	625	5
1	626	5
1	627	5
1	628	4
1	629	5
1	630	5
1	631	5
1	632	4
1	633	4
1	634	4
1	635	4
1	636	4
1	637	5
1	638	5
1	639	4
1	640	4
1	641	5
1	642	5
1	643	5
1	644	5
1	645	4
1	646	5
1	647	5
1	648	4
1	649	5
1	650	5
1	651	5
1	652	5
1	653	5
1	654	4
1	655	5
1	656	5
1	657	5
1	658	5
1	659	3
1	660	5
1	661	4
1	662	5
1	663	5
1	664	5
1	665	4
1	666	5
1	667	5
1	668	5
1	669	5
1	670	5
1	671	5
1	672	5
1	248	5
1	673	4
1	674	4
1	675	4
1	676	4
1	677	4
1	678	4
1	679	5
1	680	5
1	681	5
1	682	3
1	683	5
1	684	5
1	685	5
1	686	5
1	687	3
1	688	3
1	689	5
1	690	3
1	691	5
1	692	5
1	693	5
1	694	5
1	695	5
1	696	3
1	697	5
1	698	5
1	699	4
1	700	4
1	701	5
1	702	5
1	703	5
1	704	4
1	705	4
1	706	4
1	707	4
1	708	4
1	709	4
1	710	5
1	711	4
1	712	5
1	713	5
1	714	4
1	715	5
1	716	5
1	717	4
1	718	5
1	719	5
1	720	5
1	721	4
1	722	5
1	723	3
1	724	5
1	725	5
1	726	1
1	727	3
1	728	5
1	729	5
1	730	2
2	731	5
2	732	4
2	733	5
2	734	5
2	735	5
2	736	5
2	737	5
2	738	5
2	739	5
2	740	5
2	741	5
2	742	5
2	743	4
2	744	4
2	745	5
2	746	4
2	747	4
2	748	4
2	749	5
2	750	5
3	751	5
3	752	5
3	753	5
3	754	5
3	755	5
3	756	5
3	757	5
3	758	4
3	759	5
3	760	5
3	761	5
3	762	5
3	763	5
3	764	5
3	765	5
3	766	5
3	767	5
3	768	4
3	769	5
3	770	5
3	771	5
3	772	5
3	729	5
4	773	5
4	774	5
4	731	5
4	775	4
4	776	5
4	777	5
4	778	5
4	779	2
4	780	5
4	781	5
4	782	4
4	783	5
4	784	3
4	785	5
4	786	5
4	787	5
4	788	5
4	789	5
4	790	5
4	791	5
4	792	5
4	793	5
4	794	5
4	795	5
4	796	5
4	797	5
4	798	5
4	799	3
4	800	5
4	801	5
4	802	3
4	803	5
4	804	5
4	805	5
4	806	5
4	807	4
4	808	5
4	809	3
4	810	5
4	811	5
4	812	5
4	813	3
4	814	4
4	815	4
4	816	5
4	817	5
4	818	5
4	819	2
4	820	5
4	821	5
4	822	5
4	823	5
4	824	4
4	825	3
4	826	5
4	827	5
4	828	4
